"","C.Block","number.races","race","percent.pop"
"1473","060750255006","1","Native",0
"1474","060750256001","1","Native",0
"1475","060750256002","1","Native",0.0168878166465621
"1476","060750256003","1","Native",0
"1477","060750256004","1","Native",0
"1478","060750257011","1","Native",0.0010482180293501
"1479","060750257012","1","Native",0
"1480","060750257013","1","Native",0.0274361400189215
"1481","060750257021","1","Native",0
"1482","060750257022","1","Native",0
"1483","060750257023","1","Native",0.00581395348837209
"1484","060750258001","1","Native",0
"1485","060750258002","1","Native",0
"1486","060750259001","1","Native",0.0044955044955045
"1487","060750259002","1","Native",0
"1488","060750259003","1","Native",0
"1489","060750260011","1","Native",0
"1490","060750260012","1","Native",0.00635751682872102
"1491","060750260021","1","Native",0.00540832882639264
"1492","060750260022","1","Native",0
"1493","060750260031","1","Native",0.0183224755700326
"1494","060750260032","1","Native",0
"1495","060750260041","1","Native",0
"1496","060750260042","1","Native",0
"1497","060750261001","1","Native",0
"1498","060750261002","1","Native",0
"1499","060750261003","1","Native",0
"1500","060750261004","1","Native",0.0297219558964525
"1501","060750262001","1","Native",0
"1502","060750262002","1","Native",0.0006265664160401
"1503","060750262003","1","Native",0.0212215320910973
"1504","060750262004","1","Native",0
"1505","060750262005","1","Native",0.0116666666666667
"1506","060750263011","1","Native",0.0246913580246914
"1507","060750263012","1","Native",0
"1508","060750263013","1","Native",0.000744601638123604
"1509","060750263021","1","Native",0
"1510","060750263022","1","Native",0
"1511","060750263023","1","Native",0
"1512","060750263031","1","Native",0.00256504213997801
"1513","060750263032","1","Native",0
"1514","060750264011","1","Native",0
"1515","060750264012","1","Native",0
"1516","060750264021","1","Native",0
"1517","060750264022","1","Native",0
"1518","060750264023","1","Native",0
"1519","060750264031","1","Native",0
"1520","060750264032","1","Native",0.00308324768756423
"1521","060750264041","1","Native",0.00227790432801822
"1522","060750264042","1","Native",0
"1523","060750301011","1","Native",0
"1524","060750301012","1","Native",0
"1525","060750301013","1","Native",0
"1526","060750301014","1","Native",0
"1527","060750301021","1","Native",0.0300174520069808
"1528","060750301022","1","Native",0
"1529","060750301023","1","Native",0
"1530","060750302011","1","Native",0
"1531","060750302012","1","Native",0
"1532","060750302013","1","Native",0
"1533","060750302021","1","Native",0
"1534","060750302022","1","Native",0
"1535","060750302023","1","Native",0
"1536","060750303011","1","Native",0
"1537","060750303012","1","Native",0
"1538","060750303013","1","Native",0
"1539","060750303014","1","Native",0
"1540","060750303021","1","Native",0
"1541","060750303022","1","Native",0
"1542","060750303023","1","Native",0
"1543","060750304001","1","Native",0
"1544","060750304002","1","Native",0
"1545","060750304003","1","Native",0.00460526315789474
"1546","060750304004","1","Native",0
"1547","060750304005","1","Native",0
"1548","060750305001","1","Native",0.0178837555886736
"1549","060750305002","1","Native",0.00865800865800866
"1550","060750305003","1","Native",0.0048780487804878
"1551","060750306001","1","Native",0
"1552","060750306002","1","Native",0
"1553","060750306003","1","Native",0
"1554","060750307001","1","Native",0.00652410293584632
"1555","060750307002","1","Native",0
"1556","060750307003","1","Native",0
"1557","060750308001","1","Native",0
"1558","060750308002","1","Native",0
"1559","060750308003","1","Native",0
"1560","060750308004","1","Native",0
"1561","060750308005","1","Native",0
"1562","060750309001","1","Native",0
"1563","060750309002","1","Native",0
"1564","060750309003","1","Native",0
"1565","060750309004","1","Native",0
"1566","060750309005","1","Native",0
"1567","060750309006","1","Native",0
"1568","060750309007","1","Native",0
"1569","060750310001","1","Native",0
"1570","060750310002","1","Native",0.00271554650373388
"1571","060750310003","1","Native",0
"1572","060750311001","1","Native",0
"1573","060750311002","1","Native",0
"1574","060750311003","1","Native",0
"1575","060750311004","1","Native",0
"1576","060750311005","1","Native",0
"1577","060750312011","1","Native",0
"1578","060750312012","1","Native",0.0123595505617978
"1579","060750312013","1","Native",0
"1580","060750312014","1","Native",0
"1581","060750312021","1","Native",0.0110732538330494
"1582","060750312022","1","Native",0
"1583","060750313011","1","Native",0.0592718035563082
"1584","060750313012","1","Native",0.0310199789695058
"1585","060750313013","1","Native",0
"1586","060750313021","1","Native",0
"1587","060750313022","1","Native",0
"1588","060750313023","1","Native",0
"1589","060750314001","1","Native",0
"1590","060750314002","1","Native",0
"1591","060750314003","1","Native",0
"1592","060750314004","1","Native",0
"1593","060750314005","1","Native",0.0088339222614841
"1594","060750326011","1","Native",0
"1595","060750326012","1","Native",0
"1596","060750326013","1","Native",0
"1597","060750326021","1","Native",0.00322164948453608
"1598","060750326022","1","Native",0
"1599","060750326023","1","Native",0
"1600","060750327001","1","Native",0
"1601","060750327002","1","Native",0
"1602","060750327003","1","Native",0
"1603","060750327004","1","Native",0
"1604","060750327005","1","Native",0
"1605","060750327006","1","Native",0
"1606","060750327007","1","Native",0
"1607","060750328011","1","Native",0.00455580865603645
"1608","060750328012","1","Native",0
"1609","060750328013","1","Native",0
"1610","060750328021","1","Native",0
"1611","060750328022","1","Native",0
"1612","060750328023","1","Native",0
"1613","060750329011","1","Native",0
"1614","060750329012","1","Native",0
"1615","060750329013","1","Native",0
"1616","060750329014","1","Native",0
"1617","060750329021","1","Native",0
"1618","060750329022","1","Native",0.0108035111411209
"1619","060750329023","1","Native",0
"1620","060750330001","1","Native",0
"1621","060750330002","1","Native",0.0343839541547278
"1622","060750330003","1","Native",0
"1623","060750330004","1","Native",0
"1624","060750330005","1","Native",0
"1625","060750330006","1","Native",0
"1626","060750331001","1","Native",0
"1627","060750331002","1","Native",0
"1628","060750331003","1","Native",0
"1629","060750331004","1","Native",0
"1630","060750332011","1","Native",0.0037817396002161
"1631","060750332031","1","Native",0
"1632","060750332032","1","Native",0
"1633","060750332041","1","Native",0
"1634","060750332042","1","Native",0
"1635","060750332043","1","Native",0
"1636","060750351001","1","Native",0
"1637","060750351002","1","Native",0
"1638","060750351003","1","Native",0
"1639","060750351004","1","Native",0
"1640","060750351005","1","Native",0
"1641","060750351006","1","Native",0
"1642","060750351007","1","Native",0
"1643","060750352011","1","Native",0
"1644","060750352012","1","Native",0
"1645","060750352013","1","Native",0
"1646","060750352014","1","Native",0
"1647","060750352015","1","Native",0
"1648","060750352021","1","Native",0
"1649","060750352022","1","Native",0
"1650","060750352023","1","Native",0
"1651","060750353001","1","Native",0
"1652","060750353002","1","Native",0
"1653","060750353003","1","Native",0
"1654","060750353004","1","Native",0
"1655","060750353005","1","Native",0
"1656","060750353006","1","Native",0
"1657","060750354001","1","Native",0
"1658","060750354002","1","Native",0
"1659","060750354003","1","Native",0
"1660","060750354004","1","Native",0
"1661","060750354005","1","Native",0
"1662","060750401001","1","Native",0
"1663","060750401002","1","Native",0
"1664","060750401003","1","Native",0
"1665","060750401004","1","Native",0
"1666","060750402001","1","Native",0
"1667","060750402002","1","Native",0
"1668","060750402003","1","Native",0
"1669","060750402004","1","Native",0
"1670","060750426011","1","Native",0
"1671","060750426012","1","Native",0
"1672","060750426021","1","Native",0
"1673","060750426022","1","Native",0.017353579175705
"1674","060750426023","1","Native",0
"1675","060750427001","1","Native",0
"1676","060750427002","1","Native",0
"1677","060750427003","1","Native",0.0109289617486339
"1678","060750428001","1","Native",0
"1679","060750428002","1","Native",0
"1680","060750428003","1","Native",0
"1681","060750451001","1","Native",0
"1682","060750451002","1","Native",0
"1683","060750451003","1","Native",0
"1684","060750452001","1","Native",0
"1685","060750452002","1","Native",0
"1686","060750452003","1","Native",0.0085348506401138
"1687","060750452004","1","Native",0
"1688","060750452005","1","Native",0
"1689","060750476001","1","Native",0
"1690","060750476002","1","Native",0.00105374077976818
"1691","060750476003","1","Native",0
"1692","060750476004","1","Native",0.00910064239828694
"1693","060750477011","1","Native",0
"1694","060750477012","1","Native",0
"1695","060750477013","1","Native",0
"1696","060750477021","1","Native",0
"1697","060750477022","1","Native",0.00382409177820268
"1698","060750477023","1","Native",0
"1699","060750478011","1","Native",0
"1700","060750478012","1","Native",0
"1701","060750478013","1","Native",0
"1702","060750478021","1","Native",0
"1703","060750478022","1","Native",0
"1704","060750478023","1","Native",0.0155988857938719
"1705","060750479011","1","Native",0
"1706","060750479012","1","Native",0
"1707","060750479013","1","Native",0
"1708","060750479014","1","Native",0
"1709","060750479015","1","Native",0
"1710","060750479021","1","Native",0
"1711","060750479022","1","Native",0
"1712","060750479023","1","Native",0
"1713","060750601001","1","Native",0
"1714","060750604001","1","Native",0
"1715","060750605021","1","Native",0.0831946755407654
"1716","060750605022","1","Native",0
"1717","060750605023","1","Native",0.00378787878787879
"1718","060750607001","1","Native",0
"1719","060750607002","1","Native",0
"1720","060750607003","1","Native",0
"1721","060750610001","1","Native",0
"1722","060750610002","1","Native",0.00875979714153988
"1723","060750611001","1","Native",0.0170031880977683
"1724","060750611002","1","Native",0
"1725","060750611003","1","Native",0
"1726","060750612001","1","Native",0
"1727","060750612002","1","Native",0.0246686303387334
"1728","060750614001","1","Native",0
"1729","060750614002","1","Native",0
"1730","060750614003","1","Native",0
"1731","060750615001","1","Native",0
"1732","060750615002","1","Native",0.0508221225710015
"1733","060750615003","1","Native",0
"1734","060750615004","1","Native",0
"1735","060750615005","1","Native",0
"1736","060750615006","1","Native",0.0122459614382491
"1737","060759802001","1","Native",0
"1738","060759803001","1","Native",0
"1739","060759804011","1","Native",NA
"1740","060759805011","1","Native",0
"1741","060759806001","1","Native",0
"1742","060759809001","1","Native",0
"1743","060759901000","1","Native",NA
"1744","060750101001","1","Asian",0.545918367346939
"1745","060750101002","1","Asian",0.304882332279593
"1746","060750102001","1","Asian",0.0862708719851577
"1747","060750102002","1","Asian",0.075779376498801
"1748","060750102003","1","Asian",0.102175969725639
"1749","060750103001","1","Asian",0.385894495412844
"1750","060750103002","1","Asian",0.477088948787062
"1751","060750103003","1","Asian",0.15742397137746
"1752","060750104001","1","Asian",0.242242242242242
"1753","060750104002","1","Asian",0.363424124513619
"1754","060750104003","1","Asian",0.154022988505747
"1755","060750104004","1","Asian",0.430298146655923
"1756","060750105001","1","Asian",0.197115384615385
"1757","060750105002","1","Asian",0.275084554678692
"1758","060750106001","1","Asian",0.496086105675147
"1759","060750106002","1","Asian",0.546805349182764
"1760","060750106003","1","Asian",0.756172839506173
"1761","060750107001","1","Asian",0.305460750853242
"1762","060750107002","1","Asian",0.725939505041247
"1763","060750107003","1","Asian",0.896770778189518
"1764","060750107004","1","Asian",0.954270923209664
"1765","060750108001","1","Asian",0.391150442477876
"1766","060750108002","1","Asian",0.647213114754098
"1767","060750108003","1","Asian",0.403483992467043
"1768","060750109001","1","Asian",0.190021231422505
"1769","060750109002","1","Asian",0.427257977285019
"1770","060750109003","1","Asian",0.171369933299128
"1771","060750110001","1","Asian",0.330226364846871
"1772","060750110002","1","Asian",0.434347644852022
"1773","060750110003","1","Asian",0.470041802136554
"1774","060750111001","1","Asian",0.429324389075228
"1775","060750111002","1","Asian",0.29227761485826
"1776","060750111003","1","Asian",0.0761904761904762
"1777","060750112001","1","Asian",0.484234234234234
"1778","060750112002","1","Asian",0.21898597626753
"1779","060750112003","1","Asian",0.357753357753358
"1780","060750113001","1","Asian",0.777401894451962
"1781","060750113002","1","Asian",0.693037974683544
"1782","060750117001","1","Asian",0.511627906976744
"1783","060750117002","1","Asian",0.404232804232804
"1784","060750118001","1","Asian",0.87816091954023
"1785","060750119011","1","Asian",0.272994129158513
"1786","060750119012","1","Asian",0.318211702827087
"1787","060750119021","1","Asian",0.34043659043659
"1788","060750119022","1","Asian",0.216833095577746
"1789","060750120001","1","Asian",0.299705014749263
"1790","060750120002","1","Asian",0.240364025695931
"1791","060750121001","1","Asian",0.233938547486034
"1792","060750121002","1","Asian",0.3300395256917
"1793","060750122011","1","Asian",0.372646536412078
"1794","060750122012","1","Asian",0.338444065871664
"1795","060750122021","1","Asian",0.240337772003897
"1796","060750123011","1","Asian",0.294388224471021
"1797","060750123012","1","Asian",0.352773826458037
"1798","060750123021","1","Asian",0.376721763085399
"1799","060750123022","1","Asian",0.463414634146341
"1800","060750124011","1","Asian",0.45541591861161
"1801","060750124012","1","Asian",0.146159075458872
"1802","060750124021","1","Asian",0.426075268817204
"1803","060750124022","1","Asian",0.278738555442523
"1804","060750124023","1","Asian",0.377551020408163
"1805","060750125011","1","Asian",0.572229409228116
"1806","060750125012","1","Asian",0.224755700325733
"1807","060750125021","1","Asian",0.373507057546145
"1808","060750125022","1","Asian",0.468393327480246
"1809","060750126011","1","Asian",0.110844337735094
"1810","060750126021","1","Asian",0.0722471350274041
"1811","060750126022","1","Asian",0.120658135283364
"1812","060750127001","1","Asian",0.0641909814323607
"1813","060750127002","1","Asian",0.0906801007556675
"1814","060750127003","1","Asian",0.0762463343108504
"1815","060750128001","1","Asian",0.114362899594777
"1816","060750128002","1","Asian",0.0544280442804428
"1817","060750128003","1","Asian",0.186495176848875
"1818","060750128004","1","Asian",0.0641791044776119
"1819","060750129011","1","Asian",0.0452079566003617
"1820","060750129012","1","Asian",0.192307692307692
"1821","060750129021","1","Asian",0.121457489878543
"1822","060750129022","1","Asian",0.133603238866397
"1823","060750129023","1","Asian",0.173511293634497
"1824","060750130001","1","Asian",0.222885572139303
"1825","060750130002","1","Asian",0.116801437556155
"1826","060750130003","1","Asian",0.0542026708562451
"1827","060750130004","1","Asian",0.0423509075194468
"1828","060750131011","1","Asian",0.0838183934807916
"1829","060750131012","1","Asian",0.248914616497829
"1830","060750131021","1","Asian",0.0535117056856187
"1831","060750131022","1","Asian",0.0902406417112299
"1832","060750132001","1","Asian",0.189751395230847
"1833","060750132002","1","Asian",0.0734055354993983
"1834","060750132003","1","Asian",0.0945589012150026
"1835","060750133001","1","Asian",0.0195121951219512
"1836","060750133002","1","Asian",0.263888888888889
"1837","060750133003","1","Asian",0.120722433460076
"1838","060750133004","1","Asian",0.0635155096011817
"1839","060750133005","1","Asian",0.117797695262484
"1840","060750134001","1","Asian",0.0903873744619799
"1841","060750134002","1","Asian",0.100546448087432
"1842","060750134003","1","Asian",0.0832755031228314
"1843","060750135001","1","Asian",0.0729247478665632
"1844","060750135002","1","Asian",0.208749040675365
"1845","060750151001","1","Asian",0.24665676077266
"1846","060750151002","1","Asian",0.372368421052632
"1847","060750152001","1","Asian",0.328113879003559
"1848","060750152002","1","Asian",0.137902559867878
"1849","060750152003","1","Asian",0.22337870296237
"1850","060750153001","1","Asian",0.113107822410148
"1851","060750153002","1","Asian",0.163392857142857
"1852","060750154001","1","Asian",0.37424789410349
"1853","060750154002","1","Asian",0.314516129032258
"1854","060750154003","1","Asian",0.290853658536585
"1855","060750154004","1","Asian",0.216407355021216
"1856","060750154005","1","Asian",0.152346570397112
"1857","060750155001","1","Asian",0.287671232876712
"1858","060750155002","1","Asian",0.426813471502591
"1859","060750155003","1","Asian",0.102158273381295
"1860","060750156001","1","Asian",0.425081433224756
"1861","060750156002","1","Asian",0.260902830910482
"1862","060750156003","1","Asian",0.368372943327239
"1863","060750157001","1","Asian",0.364433811802233
"1864","060750157002","1","Asian",0.134703196347032
"1865","060750157003","1","Asian",0.347488038277512
"1866","060750157004","1","Asian",0.260055265581824
"1867","060750158011","1","Asian",0.268518518518519
"1868","060750158012","1","Asian",0.160337552742616
"1869","060750158013","1","Asian",0.116600790513834
"1870","060750158021","1","Asian",0.178919973975277
"1871","060750158022","1","Asian",0.0592307692307692
"1872","060750159001","1","Asian",0.283349101229896
"1873","060750159002","1","Asian",0.466192170818505
"1874","060750160001","1","Asian",0.291144200626959
"1875","060750161001","1","Asian",0.438617401668653
"1876","060750161002","1","Asian",0.151724137931034
"1877","060750161003","1","Asian",0.257281553398058
"1878","060750161004","1","Asian",0.402930402930403
"1879","060750162001","1","Asian",0.153488372093023
"1880","060750162002","1","Asian",0.276657060518732
"1881","060750162003","1","Asian",0.0729847494553377
"1882","060750163001","1","Asian",0.215629522431259
"1883","060750163002","1","Asian",0.113300492610837
"1884","060750163003","1","Asian",0.0929904896090173
"1885","060750164001","1","Asian",0.0530785562632696
"1886","060750164002","1","Asian",0.173595505617978
"1887","060750165001","1","Asian",0.102599814298979
"1888","060750165002","1","Asian",0.0766312594840668
"1889","060750165003","1","Asian",0.279295154185022
"1890","060750165004","1","Asian",0.0144067796610169
"1891","060750166001","1","Asian",0.148109243697479
"1892","060750166002","1","Asian",0.0913160250671441
"1893","060750166003","1","Asian",0.131979695431472
"1894","060750166004","1","Asian",0.0430958663148637
"1895","060750167001","1","Asian",0.0501152073732719
"1896","060750167002","1","Asian",0.0425101214574899
"1897","060750167003","1","Asian",0.126274509803922
"1898","060750167004","1","Asian",0.127835051546392
"1899","060750168011","1","Asian",0.257638315441784
"1900","060750168012","1","Asian",0.0477815699658703
"1901","060750168013","1","Asian",0.0951374207188161
"1902","060750168021","1","Asian",0.288329519450801
"1903","060750168022","1","Asian",0.192307692307692
"1904","060750168023","1","Asian",0.0779054916985951
"1905","060750169001","1","Asian",0.0841584158415842
"1906","060750169002","1","Asian",0.113050706566916
"1907","060750170001","1","Asian",0.0365612648221344
"1908","060750170002","1","Asian",0.181232750689972
"1909","060750170003","1","Asian",0.0506706408345753
"1910","060750171011","1","Asian",0.0531400966183575
"1911","060750171012","1","Asian",0.042611060743427
"1912","060750171013","1","Asian",0.0165016501650165
"1913","060750171021","1","Asian",0.106382978723404
"1914","060750171022","1","Asian",0.0733812949640288
"1915","060750171023","1","Asian",0.0524767042667975
"1916","060750176011","1","Asian",NA
"1917","060750176012","1","Asian",0.417412530512612
"1918","060750176013","1","Asian",0.37359022556391
"1919","060750176014","1","Asian",0.762200532386868
"1920","060750176015","1","Asian",0.52621101526211
"1921","060750177001","1","Asian",0.105263157894737
"1922","060750177002","1","Asian",0.0749279538904899
"1923","060750178011","1","Asian",0.63765541740675
"1924","060750178012","1","Asian",0.661340206185567
"1925","060750178021","1","Asian",0.287533512064343
"1926","060750178022","1","Asian",0.349206349206349
"1927","060750179021","1","Asian",0.159909179370743
"1928","060750180001","1","Asian",0.275708727070595
"1929","060750180002","1","Asian",0.122819260293091
"1930","060750201001","1","Asian",0.26634382566586
"1931","060750201002","1","Asian",0.191771269177127
"1932","060750201003","1","Asian",0.172727272727273
"1933","060750201004","1","Asian",0.140161725067385
"1934","060750202001","1","Asian",0.279685966633955
"1935","060750202002","1","Asian",0.148329258353708
"1936","060750202003","1","Asian",0.0650863800723182
"1937","060750203001","1","Asian",0.228695652173913
"1938","060750203002","1","Asian",0.0736278447121821
"1939","060750203003","1","Asian",0.0707423580786026
"1940","060750204011","1","Asian",0.0435146443514644
"1941","060750204012","1","Asian",0.194029850746269
"1942","060750204013","1","Asian",0.0318367346938776
"1943","060750204021","1","Asian",0.188844971453667
"1944","060750204022","1","Asian",0.0869800108049703
"1945","060750205001","1","Asian",0.0196891191709845
"1946","060750205002","1","Asian",0.0825242718446602
"1947","060750205003","1","Asian",0.0770128354725788
"1948","060750206001","1","Asian",0.113653136531365
"1949","060750206002","1","Asian",0.0781404549950544
"1950","060750206003","1","Asian",0.0380622837370242
"1951","060750206004","1","Asian",0.0676855895196507
"1952","060750207001","1","Asian",0.178736517719569
"1953","060750207002","1","Asian",0.0809628008752735
"1954","060750207003","1","Asian",0.0149551345962114
"1955","060750208001","1","Asian",0.180661577608142
"1956","060750208002","1","Asian",0.262958280657396
"1957","060750208003","1","Asian",0.0453257790368272
"1958","060750208004","1","Asian",0.0839433870180576
"1959","060750209001","1","Asian",0.195861405197305
"1960","060750209002","1","Asian",0.063600782778865
"1961","060750209003","1","Asian",0.131326949384405
"1962","060750209004","1","Asian",0.0795964125560538
"1963","060750210001","1","Asian",0.279581151832461
"1964","060750210002","1","Asian",0.0981996726677578
"1965","060750210003","1","Asian",0.08183776022972
"1966","060750210004","1","Asian",0.0780933062880325
"1967","060750211001","1","Asian",0.0616365568544102
"1968","060750211002","1","Asian",0.0954935622317597
"1969","060750211003","1","Asian",0.0385887541345094
"1970","060750211004","1","Asian",0.245671887881286
"1971","060750212001","1","Asian",0.115250291036088
"1972","060750212002","1","Asian",0.0575815738963532
"1973","060750212003","1","Asian",0.125398512221041
"1974","060750213001","1","Asian",0.136518771331058
"1975","060750213002","1","Asian",0.107290233837689
"1976","060750214001","1","Asian",0.07875
"1977","060750214002","1","Asian",0.142105263157895
"1978","060750214003","1","Asian",0.164785553047404
"1979","060750215001","1","Asian",0.0793854033290653
"1980","060750215002","1","Asian",0.193181818181818
"1981","060750215003","1","Asian",0.0649717514124294
"1982","060750215004","1","Asian",0.0746445497630332
"1983","060750215005","1","Asian",0.0581395348837209
"1984","060750216001","1","Asian",0.149676777722526
"1985","060750216002","1","Asian",0.234509466437177
"1986","060750217001","1","Asian",0.266998341625207
"1987","060750217002","1","Asian",0.119377162629758
"1988","060750217003","1","Asian",0.140361094933023
"1989","060750218001","1","Asian",0.0509977827050998
"1990","060750218002","1","Asian",0.118279569892473
"1991","060750218003","1","Asian",0.0846774193548387
"1992","060750218004","1","Asian",0.0572109654350417
"1993","060750226001","1","Asian",0.16358024691358
"1994","060750226002","1","Asian",0.310344827586207
"1995","060750227021","1","Asian",0.112915129151292
"1996","060750227022","1","Asian",0.157112526539278
"1997","060750227041","1","Asian",0.247311827956989
"1998","060750227042","1","Asian",0.127790973871734
"1999","060750228011","1","Asian",0.275763358778626
"2000","060750228012","1","Asian",0.115635179153094
"2001","060750228013","1","Asian",0.109838274932615
"2002","060750228021","1","Asian",0.147487844408428
"2003","060750228022","1","Asian",0.19276356830942
"2004","060750228031","1","Asian",0.0805400372439479
"2005","060750228032","1","Asian",0.0797583081570997
"2006","060750228033","1","Asian",0.0976042590949423
"2007","060750229011","1","Asian",0.171126322339764
"2008","060750229012","1","Asian",0.099671412924425
"2009","060750229013","1","Asian",0.0194846008799497
"2010","060750229021","1","Asian",0.0561184723304754
"2011","060750229022","1","Asian",0.096856414613424
"2012","060750229031","1","Asian",0.0369253956292389
"2013","060750229032","1","Asian",0.109178743961353
"2014","060750229033","1","Asian",0.355102040816327
"2015","060750230011","1","Asian",0.57289156626506
"2016","060750230012","1","Asian",0.518708730741012
"2017","060750230013","1","Asian",0.842715231788079
"2018","060750230031","1","Asian",0.411114430833582
"2019","060750230032","1","Asian",0.449119373776908
"2020","060750231021","1","Asian",0.109866281170943
"2021","060750231022","1","Asian",0.15359010936757
"2022","060750231031","1","Asian",0
"2023","060750231032","1","Asian",0.0367974120501415
"2024","060750232001","1","Asian",0.205864386072083
"2025","060750232002","1","Asian",0.0948616600790514
"2026","060750232003","1","Asian",0.180663373323924
"2027","060750233001","1","Asian",0.67032967032967
"2028","060750234001","1","Asian",0.364500792393027
"2029","060750234002","1","Asian",0.154288059089044
"2030","060750251001","1","Asian",0.0902255639097744
"2031","060750251002","1","Asian",0.402173913043478
"2032","060750251003","1","Asian",0.133426966292135
"2033","060750252001","1","Asian",0.124816446402349
"2034","060750252002","1","Asian",0.0892098555649957
"2035","060750252003","1","Asian",0.0462585034013605
"2036","060750252004","1","Asian",0.135753749013418
"2037","060750253001","1","Asian",0.0722989439480097
"2038","060750253002","1","Asian",0.109230769230769
"2039","060750253003","1","Asian",0.0992217898832685
"2040","060750253004","1","Asian",0.166390270867883
"2041","060750254011","1","Asian",0.0859269282814614
"2042","060750254012","1","Asian",0.112936344969199
"2043","060750254013","1","Asian",0.0978865406006674
"2044","060750254021","1","Asian",0.206106870229008
"2045","060750254022","1","Asian",0.162127107652399
"2046","060750254023","1","Asian",0.322553897180763
"2047","060750254031","1","Asian",0.12771285475793
"2048","060750254032","1","Asian",0.330890436057164
"2049","060750255001","1","Asian",0.128031037827352
"2050","060750255002","1","Asian",0.466828478964401
"2051","060750255003","1","Asian",0.495923913043478
"2052","060750255004","1","Asian",0.423018292682927
"2053","060750255005","1","Asian",0.402759526938239
"2054","060750255006","1","Asian",0.312764955252002
"2055","060750256001","1","Asian",0.676326129666012
"2056","060750256002","1","Asian",0.527141133896261
"2057","060750256003","1","Asian",0.367924528301887
"2058","060750256004","1","Asian",0.553723706651506
"2059","060750257011","1","Asian",0.79979035639413
"2060","060750257012","1","Asian",0.408182240818224
"2061","060750257013","1","Asian",0.532639545884579
"2062","060750257021","1","Asian",0.342547425474255
"2063","060750257022","1","Asian",0.729813664596273
"2064","060750257023","1","Asian",0.744912790697674
"2065","060750258001","1","Asian",0.612818261633011
"2066","060750258002","1","Asian",0.348538011695906
"2067","060750259001","1","Asian",0.396103896103896
"2068","060750259002","1","Asian",0.545704467353952
"2069","060750259003","1","Asian",0.75139146567718
"2070","060750260011","1","Asian",0.332732516222062
"2071","060750260012","1","Asian",0.411368735976066
"2072","060750260021","1","Asian",0.412655489453759
"2073","060750260022","1","Asian",0.33
"2074","060750260031","1","Asian",0.574104234527687
"2075","060750260032","1","Asian",0.375615297235895
"2076","060750260041","1","Asian",0.321580288870009
"2077","060750260042","1","Asian",0.695746527777778
"2078","060750261001","1","Asian",0.500934579439252
"2079","060750261002","1","Asian",0.64501679731243
"2080","060750261003","1","Asian",0.66046511627907
"2081","060750261004","1","Asian",0.389261744966443
"2082","060750262001","1","Asian",0.57
"2083","060750262002","1","Asian",0.632832080200501
"2084","060750262003","1","Asian",0.682712215320911
"2085","060750262004","1","Asian",0.553386211104332
"2086","060750262005","1","Asian",0.688333333333333
"2087","060750263011","1","Asian",0.247639796659404
"2088","060750263012","1","Asian",0.475922131147541
"2089","060750263013","1","Asian",0.806403574087863
"2090","060750263021","1","Asian",0.200333889816361
"2091","060750263022","1","Asian",0.669398907103825
"2092","060750263023","1","Asian",0.561716672996582
"2093","060750263031","1","Asian",0.544155368266764
"2094","060750263032","1","Asian",0.515553869499241
"2095","060750264011","1","Asian",0.68334039847393
"2096","060750264012","1","Asian",0.632016632016632
"2097","060750264021","1","Asian",0.617886178861789
"2098","060750264022","1","Asian",0.648527528809219
"2099","060750264023","1","Asian",0.583140877598152
"2100","060750264031","1","Asian",0.710651828298887
"2101","060750264032","1","Asian",0.746659815005139
"2102","060750264041","1","Asian",0.610478359908884
"2103","060750264042","1","Asian",0.477998274374461
"2104","060750301011","1","Asian",0.122448979591837
"2105","060750301012","1","Asian",0.28447742733457
"2106","060750301013","1","Asian",0.155330882352941
"2107","060750301014","1","Asian",0.288384512683578
"2108","060750301021","1","Asian",0.216404886561955
"2109","060750301022","1","Asian",0.295678544351782
"2110","060750301023","1","Asian",0.0114832535885167
"2111","060750302011","1","Asian",0.254614894971356
"2112","060750302012","1","Asian",0.369782971619366
"2113","060750302013","1","Asian",0.36678445229682
"2114","060750302021","1","Asian",0.168287210172027
"2115","060750302022","1","Asian",0.168055555555556
"2116","060750302023","1","Asian",0.423963133640553
"2117","060750303011","1","Asian",0.458039215686275
"2118","060750303012","1","Asian",0.183929692404269
"2119","060750303013","1","Asian",0.318906605922551
"2120","060750303014","1","Asian",0.639097744360902
"2121","060750303021","1","Asian",0.717981888745149
"2122","060750303022","1","Asian",0.300937766410912
"2123","060750303023","1","Asian",0.32949876746097
"2124","060750304001","1","Asian",0.189814814814815
"2125","060750304002","1","Asian",0.213733905579399
"2126","060750304003","1","Asian",0.6875
"2127","060750304004","1","Asian",0.543956043956044
"2128","060750304005","1","Asian",0.418300653594771
"2129","060750305001","1","Asian",0.202682563338301
"2130","060750305002","1","Asian",0.154761904761905
"2131","060750305003","1","Asian",0.25609756097561
"2132","060750306001","1","Asian",0.308578745198464
"2133","060750306002","1","Asian",0.165671641791045
"2134","060750306003","1","Asian",0.29490022172949
"2135","060750307001","1","Asian",0.229430953243929
"2136","060750307002","1","Asian",0.321711568938193
"2137","060750307003","1","Asian",0.256588072122053
"2138","060750308001","1","Asian",0.266321243523316
"2139","060750308002","1","Asian",0.274875621890547
"2140","060750308003","1","Asian",0.503436426116838
"2141","060750308004","1","Asian",0.235563178959405
"2142","060750308005","1","Asian",0.344760672703752
"2143","060750309001","1","Asian",0.55044955044955
"2144","060750309002","1","Asian",0.334608030592734
